Member_number,Date,itemDescription,Cost,Date_Format
3450,26-Nov-14,pip fruit,4,41969
1097,26-Nov-14,whole milk,3,41969
2044,26-Nov-14,pastry,6,41969
3560,26-Nov-14,pickled vegetables,15,41969
2496,26-Nov-14,UHT-milk,9,41969
1654,26-Nov-14,other vegetables,6,41969
3279,26-Nov-14,ketchup,4,41969
3005,26-Nov-14,newspapers,3,41969
4666,26-Nov-14,bottled water,3,41969
2342,26-Nov-14,long life bakery product,7,41969
1778,26-Nov-14,photo/film,31,41969
4804,26-Nov-14,bottled beer,31,41969
2966,26-Nov-14,long life bakery product,7,41969
4302,26-Nov-14,misc. beverages,21,41969
3474,26-Nov-14,newspapers,3,41969
3095,26-Nov-14,rolls/buns,2,41969
2845,26-Nov-14,sliced cheese,5,41969
1612,26-Nov-14,frozen meals,6,41969
2977,26-Nov-14,processed cheese,13,41969
4046,26-Nov-14,oil,6,41969
1774,26-Nov-14,salty snack,6,41969
2193,26-Nov-14,candy,11,41969
3279,26-Nov-14,candy,11,41969
3005,26-Nov-14,margarine,6,41969
3474,26-Nov-14,roll products ,9,41969
3095,26-Nov-14,soda,7,41969
2845,26-Nov-14,frozen chicken,10,41969
1612,26-Nov-14,canned vegetables,8,41969
2977,26-Nov-14,waffles,7,41969
2561,27-Nov-14,citrus fruit,4,41970
1333,27-Nov-14,whole milk,3,41970
3996,27-Nov-14,beef,8,41970
2236,27-Nov-14,citrus fruit,4,41970
2518,27-Nov-14,zwieback,8,41970
2726,27-Nov-14,pastry,6,41970
1778,27-Nov-14,bottled water,3,41970
2921,27-Nov-14,yogurt,2.65,41970
4910,27-Nov-14,soda,7,41970
4206,27-Nov-14,frozen vegetables,11,41970
4062,27-Nov-14,yogurt,2.65,41970
4505,27-Nov-14,sweet spreads,15,41970
1240,27-Nov-14,soda,7,41970
2980,27-Nov-14,whole milk,3,41970
1583,27-Nov-14,citrus fruit,4,41970
4226,27-Nov-14,chocolate,6,41970
1827,27-Nov-14,other vegetables,6,41970
3517,27-Nov-14,specialty bar,4,41970
4101,27-Nov-14,rolls/buns,2,41970
1540,27-Nov-14,yogurt,2.65,41970
2561,27-Nov-14,domestic eggs,5,41970
1333,27-Nov-14,other vegetables,6,41970
3996,27-Nov-14,tropical fruit,5,41970
2236,27-Nov-14,rolls/buns,2,41970
2518,27-Nov-14,whole milk,3,41970
2726,27-Nov-14,shopping bags,1.8,41970
1778,27-Nov-14,bottled water,3,41970
2921,27-Nov-14,other vegetables,6,41970
4910,27-Nov-14,mayonnaise,5,41970
4206,27-Nov-14,fruit/vegetable juice,11,41970
4062,27-Nov-14,sugar,16,41970
4505,27-Nov-14,soda,7,41970
1240,27-Nov-14,shopping bags,1.8,41970
2980,27-Nov-14,shopping bags,1.8,41970
1583,27-Nov-14,dessert,11,41970
4226,27-Nov-14,dessert,11,41970
1827,27-Nov-14,pip fruit,4,41970
3517,27-Nov-14,brown bread,1.8,41970
4101,27-Nov-14,brown bread,1.8,41970
1540,27-Nov-14,pastry,6,41970
1583,27-Nov-14,bottled water,3,41970
1343,27-Nov-14,fruit/vegetable juice,11,41970
2436,27-Nov-14,newspapers,3,41970
3418,27-Nov-14,beverages,36,41970
3878,27-Nov-14,frozen potato products,3,41970
2357,27-Nov-14,fruit/vegetable juice,11,41970
2236,27-Nov-14,brandy,31,41970
2236,27-Nov-14,candy,11,41970
2518,27-Nov-14,domestic eggs,5,41970
2561,27-Nov-14,flour,21,41970
1343,27-Nov-14,white bread,1.4,41970
2436,27-Nov-14,bottled water,3,41970
3418,27-Nov-14,domestic eggs,5,41970
3878,27-Nov-14,rolls/buns,2,41970
2357,27-Nov-14,curd,4,41970
1914,28-Nov-14,cereals,10,41971
3776,28-Nov-14,chicken,7,41971
4628,28-Nov-14,butter,2.5,41971
2065,28-Nov-14,waffles,7,41971
2390,28-Nov-14,rolls/buns,2,41971
3657,28-Nov-14,whole milk,3,41971
4594,28-Nov-14,chocolate,6,41971
1592,28-Nov-14,other vegetables,6,41971
3102,28-Nov-14,shopping bags,1.8,41971
3914,28-Nov-14,shopping bags,1.8,41971
1434,28-Nov-14,chicken,7,41971
4303,28-Nov-14,root vegetables,8,41971
2960,28-Nov-14,misc. beverages,21,41971
4336,28-Nov-14,root vegetables,8,41971
4084,28-Nov-14,tidbits,27,41971
3538,28-Nov-14,yogurt,2.65,41971
4933,28-Nov-14,UHT-milk,9,41971
1914,28-Nov-14,dessert,11,41971
3776,28-Nov-14,frozen meals,6,41971
4628,28-Nov-14,butter milk,2.65,41971
2065,28-Nov-14,whipped/sour cream,8,41971
2390,28-Nov-14,other vegetables,6,41971
3657,28-Nov-14,white bread,1.4,41971
4594,28-Nov-14,rolls/buns,2,41971
1592,28-Nov-14,rolls/buns,2,41971
3102,28-Nov-14,shopping bags,1.8,41971
3914,28-Nov-14,rolls/buns,2,41971
1434,28-Nov-14,condensed milk,2.5,41971
4303,28-Nov-14,specialty bar,4,41971
2960,28-Nov-14,dishes,7,41971
4336,28-Nov-14,chocolate,6,41971
4084,28-Nov-14,other vegetables,6,41971
3538,28-Nov-14,pet care,21,41971
4933,28-Nov-14,domestic eggs,5,41971
1824,28-Nov-14,newspapers,3,41971
4689,28-Nov-14,soda,7,41971
3762,28-Nov-14,white bread,1.4,41971
2065,28-Nov-14,soda,7,41971
1824,28-Nov-14,soda,7,41971
4689,28-Nov-14,pastry,6,41971
3762,28-Nov-14,photo/film,31,41971
2033,29-Nov-14,processed cheese,13,41972
1808,29-Nov-14,meat,21,41972
1376,29-Nov-14,pip fruit,4,41972
3639,29-Nov-14,yogurt,2.65,41972
1225,29-Nov-14,butter milk,2.65,41972
1578,29-Nov-14,frozen vegetables,11,41972
4308,29-Nov-14,soda,7,41972
3582,29-Nov-14,berries,7.5,41972
4469,29-Nov-14,root vegetables,8,41972
4751,29-Nov-14,soft cheese,9,41972
3545,29-Nov-14,canned beer,4.5,41972
3278,29-Nov-14,frozen dessert,8,41972
4266,29-Nov-14,yogurt,2.65,41972
4493,29-Nov-14,waffles,7,41972
2365,29-Nov-14,hard cheese,15,41972
4508,29-Nov-14,tropical fruit,5,41972
3346,29-Nov-14,margarine,6,41972
2276,29-Nov-14,tropical fruit,5,41972
4434,29-Nov-14,tropical fruit,5,41972
2450,29-Nov-14,meat,21,41972
2033,29-Nov-14,hamburger meat,6,41972
1808,29-Nov-14,whole milk,3,41972
1376,29-Nov-14,chocolate marshmallow,22,41972
3639,29-Nov-14,root vegetables,8,41972
1225,29-Nov-14,soda,7,41972
1578,29-Nov-14,newspapers,3,41972
4308,29-Nov-14,sliced cheese,5,41972
3582,29-Nov-14,napkins,6,41972
4469,29-Nov-14,tropical fruit,5,41972
4751,29-Nov-14,rolls/buns,2,41972
3545,29-Nov-14,curd,4,41972
3278,29-Nov-14,specialty chocolate,21,41972
4266,29-Nov-14,soda,7,41972
4493,29-Nov-14,margarine,6,41972
2365,29-Nov-14,waffles,7,41972
4508,29-Nov-14,white bread,1.4,41972
3346,29-Nov-14,frozen meals,6,41972
2276,29-Nov-14,yogurt,2.65,41972
4434,29-Nov-14,chocolate,6,41972
2450,29-Nov-14,citrus fruit,4,41972
2365,29-Nov-14,misc. beverages,21,41972
3137,29-Nov-14,newspapers,3,41972
1225,29-Nov-14,seasonal products,15,41972
2033,29-Nov-14,whole milk,3,41972
4266,29-Nov-14,frozen vegetables,11,41972
3137,29-Nov-14,spread cheese,9,41972
3582,29-Nov-14,cereals,10,41972
3505,30-Nov-14,coffee,16,41973
4494,30-Nov-14,frozen dessert,8,41973
1574,30-Nov-14,whole milk,3,41973
2345,30-Nov-14,other vegetables,6,41973
4797,30-Nov-14,canned beer,4.5,41973
2584,30-Nov-14,other vegetables,6,41973
3524,30-Nov-14,sliced cheese,5,41973
3411,30-Nov-14,whole milk,3,41973
3901,30-Nov-14,curd,4,41973
2467,30-Nov-14,onions,4,41973
2955,30-Nov-14,root vegetables,8,41973
1486,30-Nov-14,soda,7,41973
4890,30-Nov-14,whole milk,3,41973
3390,30-Nov-14,newspapers,3,41973
4828,30-Nov-14,root vegetables,8,41973
2726,30-Nov-14,canned beer,4.5,41973
4532,30-Nov-14,packaged fruit/vegetables,6,41973
4786,30-Nov-14,soda,7,41973
2003,30-Nov-14,liquor,19,41973
3505,30-Nov-14,UHT-milk,9,41973
4494,30-Nov-14,fruit/vegetable juice,11,41973
1574,30-Nov-14,other vegetables,6,41973
2345,30-Nov-14,newspapers,3,41973
4797,30-Nov-14,napkins,6,41973
2584,30-Nov-14,bottled water,3,41973
3524,30-Nov-14,newspapers,3,41973
3411,30-Nov-14,margarine,6,41973
3901,30-Nov-14,coffee,16,41973
2467,30-Nov-14,vinegar,7,41973
2955,30-Nov-14,candles,7,41973
1486,30-Nov-14,soft cheese,9,41973
4890,30-Nov-14,margarine,6,41973
3390,30-Nov-14,cat food,9,41973
4828,30-Nov-14,salty snack,6,41973
2726,30-Nov-14,yogurt,2.65,41973
4532,30-Nov-14,other vegetables,6,41973
4786,30-Nov-14,dish cleaner,9,41973
2003,30-Nov-14,baking powder,4,41973
1615,30-Nov-14,white bread,1.4,41973
2345,30-Nov-14,rolls/buns,2,41973
4797,30-Nov-14,sparkling wine,26,41973
2584,30-Nov-14,hard cheese,15,41973
3524,30-Nov-14,frozen vegetables,11,41973
1486,30-Nov-14,oil,6,41973
4890,30-Nov-14,sugar,16,41973
1615,30-Nov-14,bottled water,3,41973
3493,1-Dec-14,beef,8,41974
4426,1-Dec-14,berries,7.5,41974
4614,1-Dec-14,sausage,2.49,41974
1813,1-Dec-14,meat,21,41974
1743,1-Dec-14,root vegetables,8,41974
2239,1-Dec-14,curd,4,41974
4753,1-Dec-14,whole milk,3,41974
2242,1-Dec-14,frozen vegetables,11,41974
3031,1-Dec-14,whole milk,3,41974
2560,1-Dec-14,shopping bags,1.8,41974
3837,1-Dec-14,newspapers,3,41974
4814,1-Dec-14,pip fruit,4,41974
1964,1-Dec-14,soda,7,41974
4453,1-Dec-14,rolls/buns,2,41974
2766,1-Dec-14,pork,9,41974
2668,1-Dec-14,whole milk,3,41974
4020,1-Dec-14,whole milk,3,41974
3493,1-Dec-14,candy,11,41974
4426,1-Dec-14,pip fruit,4,41974
4614,1-Dec-14,newspapers,3,41974
1813,1-Dec-14,chocolate,6,41974
1743,1-Dec-14,whipped/sour cream,8,41974
2239,1-Dec-14,yogurt,2.65,41974
4753,1-Dec-14,white wine,36,41974
2242,1-Dec-14,butter,2.5,41974
3031,1-Dec-14,specialty bar,4,41974
2560,1-Dec-14,other vegetables,6,41974
3837,1-Dec-14,bottled water,3,41974
4814,1-Dec-14,bottled beer,31,41974
1964,1-Dec-14,brown bread,1.8,41974
4453,1-Dec-14,oil,6,41974
2766,1-Dec-14,long life bakery product,7,41974
2668,1-Dec-14,other vegetables,6,41974
4020,1-Dec-14,frozen potato products,3,41974
4814,1-Dec-14,other vegetables,6,41974
1369,1-Dec-14,sugar,16,41974
1813,1-Dec-14,brown bread,1.8,41974
1743,1-Dec-14,specialty bar,4,41974
3837,1-Dec-14,hard cheese,15,41974
1369,1-Dec-14,flour,21,41974
4383,2-Dec-14,ice cream,16,41975
1945,2-Dec-14,oil,6,41975
2671,2-Dec-14,pip fruit,4,41975
1141,2-Dec-14,rolls/buns,2,41975
1302,2-Dec-14,shopping bags,1.8,41975
1418,2-Dec-14,cake bar,11,41975
3007,2-Dec-14,canned beer,4.5,41975
4075,2-Dec-14,cream cheese ,19,41975
4917,2-Dec-14,pastry,6,41975
3208,2-Dec-14,fruit/vegetable juice,11,41975
1457,2-Dec-14,whole milk,3,41975
3994,2-Dec-14,soft cheese,9,41975
4066,2-Dec-14,whole milk,3,41975
1788,2-Dec-14,canned beer,4.5,41975
2628,2-Dec-14,berries,7.5,41975
3126,2-Dec-14,sausage,2.49,41975
2105,2-Dec-14,curd,4,41975
1486,2-Dec-14,soda,7,41975
3390,2-Dec-14,whole milk,3,41975
2086,2-Dec-14,bottled water,3,41975
3499,2-Dec-14,sausage,2.49,41975
4383,2-Dec-14,whole milk,3,41975
1945,2-Dec-14,fruit/vegetable juice,11,41975
2671,2-Dec-14,white wine,36,41975
1141,2-Dec-14,whole milk,3,41975
1302,2-Dec-14,hard cheese,15,41975
1418,2-Dec-14,pastry,6,41975
3007,2-Dec-14,frozen dessert,8,41975
4075,2-Dec-14,brown bread,1.8,41975
4917,2-Dec-14,bottled beer,31,41975
3208,2-Dec-14,whole milk,3,41975
1457,2-Dec-14,cat food,9,41975
3994,2-Dec-14,onions,4,41975
4066,2-Dec-14,whole milk,3,41975
1788,2-Dec-14,other vegetables,6,41975
2628,2-Dec-14,candy,11,41975
3126,2-Dec-14,whole milk,3,41975
2105,2-Dec-14,rolls/buns,2,41975
1486,2-Dec-14,candles,7,41975
3390,2-Dec-14,shopping bags,1.8,41975
2086,2-Dec-14,root vegetables,8,41975
3499,2-Dec-14,sugar,16,41975
4132,2-Dec-14,Instant food products,17,41975
3933,2-Dec-14,hard cheese,15,41975
1418,2-Dec-14,butter,2.5,41975
1141,2-Dec-14,soda,7,41975
1302,2-Dec-14,yogurt,2.65,41975
4132,2-Dec-14,newspapers,3,41975
3933,2-Dec-14,salty snack,6,41975
1396,3-Dec-14,sausage,2.49,41976
1413,3-Dec-14,citrus fruit,4,41976
3879,3-Dec-14,soda,7,41976
1217,3-Dec-14,citrus fruit,4,41976
1510,3-Dec-14,beef,8,41976
4110,3-Dec-14,domestic eggs,5,41976
2699,3-Dec-14,sliced cheese,5,41976
2363,3-Dec-14,white bread,1.4,41976
4305,3-Dec-14,whole milk,3,41976
3704,3-Dec-14,other vegetables,6,41976
4864,3-Dec-14,whole milk,3,41976
1718,3-Dec-14,domestic eggs,5,41976
1827,3-Dec-14,whole milk,3,41976
2207,3-Dec-14,onions,4,41976
2051,3-Dec-14,rolls/buns,2,41976
4665,3-Dec-14,whole milk,3,41976
3222,3-Dec-14,other vegetables,6,41976
3622,3-Dec-14,margarine,6,41976
4168,3-Dec-14,turkey,14,41976
4437,3-Dec-14,whipped/sour cream,8,41976
3127,3-Dec-14,whipped/sour cream,8,41976
3131,3-Dec-14,yogurt,2.65,41976
1396,3-Dec-14,brown bread,1.8,41976
1413,3-Dec-14,bottled water,3,41976
3879,3-Dec-14,specialty bar,4,41976
1217,3-Dec-14,grapes,8,41976
1510,3-Dec-14,canned beer,4.5,41976
4110,3-Dec-14,bottled beer,31,41976
2699,3-Dec-14,yogurt,2.65,41976
2363,3-Dec-14,red/blush wine,11,41976
4305,3-Dec-14,onions,4,41976
3704,3-Dec-14,frozen vegetables,11,41976
4864,3-Dec-14,brown bread,1.8,41976
1718,3-Dec-14,rolls/buns,2,41976
1827,3-Dec-14,coffee,16,41976
2207,3-Dec-14,coffee,16,41976
2051,3-Dec-14,other vegetables,6,41976
4665,3-Dec-14,cat food,9,41976
3222,3-Dec-14,frozen meals,6,41976
3622,3-Dec-14,bottled water,3,41976
4168,3-Dec-14,whipped/sour cream,8,41976
4437,3-Dec-14,oil,6,41976
3127,3-Dec-14,bottled water,3,41976
3131,3-Dec-14,soda,7,41976
2051,3-Dec-14,newspapers,3,41976
4732,3-Dec-14,soda,7,41976
2920,3-Dec-14,canned beer,4.5,41976
3548,3-Dec-14,other vegetables,6,41976
3959,3-Dec-14,sparkling wine,26,41976
3411,3-Dec-14,whole milk,3,41976
1413,3-Dec-14,pastry,6,41976
4732,3-Dec-14,napkins,6,41976
2920,3-Dec-14,bottled beer,31,41976
3548,3-Dec-14,whipped/sour cream,8,41976
3959,3-Dec-14,softener,11,41976
3411,3-Dec-14,roll products ,9,41976
3704,3-Dec-14,whole milk,3,41976
3879,3-Dec-14,tidbits,27,41976
1217,3-Dec-14,bottled water,3,41976
1510,3-Dec-14,fruit/vegetable juice,11,41976
1815,4-Dec-14,semi-finished bread,3,41977
2880,4-Dec-14,tropical fruit,5,41977
4432,4-Dec-14,sausage,2.49,41977
3154,4-Dec-14,bottled water,3,41977
4837,4-Dec-14,pork,9,41977
1134,4-Dec-14,other vegetables,6,41977
4645,4-Dec-14,white bread,1.4,41977
2133,4-Dec-14,sausage,2.49,41977
1327,4-Dec-14,pip fruit,4,41977
4510,4-Dec-14,other vegetables,6,41977
4846,4-Dec-14,pot plants,3,41977
2274,4-Dec-14,chicken,7,41977
2102,4-Dec-14,root vegetables,8,41977
4739,4-Dec-14,onions,4,41977
1815,4-Dec-14,liquor,19,41977
2880,4-Dec-14,soda,7,41977
4432,4-Dec-14,candy,11,41977
3154,4-Dec-14,other vegetables,6,41977
4837,4-Dec-14,bottled water,3,41977
1134,4-Dec-14,oil,6,41977
4645,4-Dec-14,soda,7,41977
2133,4-Dec-14,curd,4,41977
1327,4-Dec-14,sugar,16,41977
4510,4-Dec-14,butter,2.5,41977
4846,4-Dec-14,bottled water,3,41977
2274,4-Dec-14,curd,4,41977
2102,4-Dec-14,pet care,21,41977
4739,4-Dec-14,soda,7,41977
3275,4-Dec-14,yogurt,2.65,41977
3459,4-Dec-14,white bread,1.4,41977
4837,4-Dec-14,bottled water,3,41977
1815,4-Dec-14,pastry,6,41977
3275,4-Dec-14,frozen potato products,3,41977
3459,4-Dec-14,processed cheese,13,41977
2887,5-Dec-14,waffles,7,41978
4694,5-Dec-14,onions,4,41978
1265,5-Dec-14,UHT-milk,9,41978
3915,5-Dec-14,pip fruit,4,41978
2662,5-Dec-14,tropical fruit,5,41978
4542,5-Dec-14,other vegetables,6,41978
4244,5-Dec-14,oil,6,41978
1089,5-Dec-14,yogurt,2.65,41978
1052,5-Dec-14,soda,7,41978
3381,5-Dec-14,grapes,8,41978
4835,5-Dec-14,shopping bags,1.8,41978
2288,5-Dec-14,whole milk,3,41978
2661,5-Dec-14,other vegetables,6,41978
4471,5-Dec-14,whole milk,3,41978
4109,5-Dec-14,frozen vegetables,11,41978
2887,5-Dec-14,specialty bar,4,41978
4694,5-Dec-14,bottled beer,31,41978
1265,5-Dec-14,canned fish,7,41978
3915,5-Dec-14,soda,7,41978
2662,5-Dec-14,artif. sweetener,21,41978
4542,5-Dec-14,soap,4,41978
4244,5-Dec-14,processed cheese,13,41978
1089,5-Dec-14,sauces,5.5,41978
1052,5-Dec-14,hamburger meat,6,41978
3381,5-Dec-14,coffee,16,41978
4835,5-Dec-14,margarine,6,41978
2288,5-Dec-14,sliced cheese,5,41978
2661,5-Dec-14,soda,7,41978
4471,5-Dec-14,cream cheese ,19,41978
4109,5-Dec-14,rolls/buns,2,41978
3947,5-Dec-14,cocoa drinks,17,41978
1741,5-Dec-14,specialty chocolate,21,41978
4694,5-Dec-14,yogurt,2.65,41978
1265,5-Dec-14,root vegetables,8,41978
4694,5-Dec-14,rolls/buns,2,41978
1265,5-Dec-14,waffles,7,41978
3915,5-Dec-14,domestic eggs,5,41978
3947,5-Dec-14,red/blush wine,11,41978
1741,5-Dec-14,candles,7,41978
4637,6-Dec-14,chicken,7,41979
4969,6-Dec-14,butter milk,2.65,41979
2428,6-Dec-14,whipped/sour cream,8,41979
2019,6-Dec-14,tropical fruit,5,41979
4311,6-Dec-14,candy,11,41979
2518,6-Dec-14,oil,6,41979
3918,6-Dec-14,tropical fruit,5,41979
3207,6-Dec-14,bottled water,3,41979
2410,6-Dec-14,chicken,7,41979
1652,6-Dec-14,bottled beer,31,41979
2148,6-Dec-14,citrus fruit,4,41979
1801,6-Dec-14,canned beer,4.5,41979
4046,6-Dec-14,meat,21,41979
4758,6-Dec-14,pasta,11,41979
3030,6-Dec-14,other vegetables,6,41979
2463,6-Dec-14,root vegetables,8,41979
3439,6-Dec-14,white bread,1.4,41979
4904,6-Dec-14,packaged fruit/vegetables,6,41979
3550,6-Dec-14,salty snack,6,41979
1919,6-Dec-14,soft cheese,9,41979
2916,6-Dec-14,pickled vegetables,15,41979
4637,6-Dec-14,butter milk,2.65,41979
4969,6-Dec-14,pip fruit,4,41979
2428,6-Dec-14,UHT-milk,9,41979
2019,6-Dec-14,frozen meals,6,41979
4311,6-Dec-14,roll products ,9,41979
2518,6-Dec-14,cream cheese ,19,41979
3918,6-Dec-14,chewing gum,3,41979
3207,6-Dec-14,bottled beer,31,41979
2410,6-Dec-14,root vegetables,8,41979
1652,6-Dec-14,canned beer,4.5,41979
2148,6-Dec-14,whole milk,3,41979
1801,6-Dec-14,sugar,16,41979
4046,6-Dec-14,butter,2.5,41979
4758,6-Dec-14,root vegetables,8,41979
3030,6-Dec-14,whole milk,3,41979
2463,6-Dec-14,soda,7,41979
3439,6-Dec-14,brown bread,1.8,41979
4904,6-Dec-14,frozen vegetables,11,41979
3550,6-Dec-14,yogurt,2.65,41979
1919,6-Dec-14,white wine,36,41979
2916,6-Dec-14,bottled beer,31,41979
3549,6-Dec-14,frozen meals,6,41979
2685,6-Dec-14,rolls/buns,2,41979
4435,6-Dec-14,salty snack,6,41979
1616,6-Dec-14,whole milk,3,41979
2518,6-Dec-14,white bread,1.4,41979
2428,6-Dec-14,fruit/vegetable juice,11,41979
2019,6-Dec-14,fruit/vegetable juice,11,41979
4311,6-Dec-14,frozen vegetables,11,41979
3549,6-Dec-14,dish cleaner,9,41979
2685,6-Dec-14,seasonal products,15,41979
4435,6-Dec-14,bottled beer,31,41979
1616,6-Dec-14,frozen meals,6,41979
3207,6-Dec-14,canned fish,7,41979
2410,6-Dec-14,dish cleaner,9,41979
1652,6-Dec-14,fruit/vegetable juice,11,41979
1435,7-Dec-14,beef,8,41980
4152,7-Dec-14,ham,11,41980
3389,7-Dec-14,bottled water,3,41980
4376,7-Dec-14,other vegetables,6,41980
4166,7-Dec-14,other vegetables,6,41980
1623,7-Dec-14,canned fish,7,41980
2111,7-Dec-14,tropical fruit,5,41980
2758,7-Dec-14,rolls/buns,2,41980
4190,7-Dec-14,canned beer,4.5,41980
1361,7-Dec-14,whole milk,3,41980
1435,7-Dec-14,salty snack,6,41980
4152,7-Dec-14,rolls/buns,2,41980
3389,7-Dec-14,butter milk,2.65,41980
4376,7-Dec-14,soda,7,41980
4166,7-Dec-14,pasta,11,41980
1623,7-Dec-14,rolls/buns,2,41980
2111,7-Dec-14,red/blush wine,11,41980
2758,7-Dec-14,cream cheese ,19,41980
4190,7-Dec-14,shopping bags,1.8,41980
1361,7-Dec-14,pastry,6,41980
1870,7-Dec-14,brown bread,1.8,41980
4330,7-Dec-14,mustard,9,41980
4152,7-Dec-14,rolls/buns,2,41980
4152,7-Dec-14,chewing gum,3,41980
4166,7-Dec-14,whole milk,3,41980
1870,7-Dec-14,shopping bags,1.8,41980
4330,7-Dec-14,fruit/vegetable juice,11,41980
4376,7-Dec-14,rolls/buns,2,41980
4239,8-Dec-14,frankfurter,3,41981
1419,8-Dec-14,yogurt,2.65,41981
1465,8-Dec-14,napkins,6,41981
1537,8-Dec-14,other vegetables,6,41981
1931,8-Dec-14,whole milk,3,41981
4444,8-Dec-14,frozen meals,6,41981
1818,8-Dec-14,other vegetables,6,41981
1542,8-Dec-14,hamburger meat,6,41981
2320,8-Dec-14,margarine,6,41981
2812,8-Dec-14,whipped/sour cream,8,41981
4544,8-Dec-14,coffee,16,41981
4637,8-Dec-14,bottled water,3,41981
4915,8-Dec-14,dessert,11,41981
1450,8-Dec-14,specialty bar,4,41981
3912,8-Dec-14,yogurt,2.65,41981
3020,8-Dec-14,other vegetables,6,41981
4239,8-Dec-14,napkins,6,41981
1419,8-Dec-14,misc. beverages,21,41981
1465,8-Dec-14,packaged fruit/vegetables,6,41981
1537,8-Dec-14,yogurt,2.65,41981
1931,8-Dec-14,soft cheese,9,41981
4444,8-Dec-14,pasta,11,41981
1818,8-Dec-14,bottled water,3,41981
1542,8-Dec-14,popcorn,6,41981
2320,8-Dec-14,yogurt,2.65,41981
2812,8-Dec-14,whipped/sour cream,8,41981
4544,8-Dec-14,pot plants,3,41981
4637,8-Dec-14,meat spreads,15,41981
4915,8-Dec-14,frozen vegetables,11,41981
1450,8-Dec-14,misc. beverages,21,41981
3912,8-Dec-14,cream cheese ,19,41981
3020,8-Dec-14,pot plants,3,41981
4427,8-Dec-14,soda,7,41981
1715,8-Dec-14,margarine,6,41981
1931,8-Dec-14,pastry,6,41981
1419,8-Dec-14,brown bread,1.8,41981
1419,8-Dec-14,napkins,6,41981
1465,8-Dec-14,shopping bags,1.8,41981
1537,8-Dec-14,soda,7,41981
4427,8-Dec-14,bathroom cleaner,7,41981
1715,8-Dec-14,bottled water,3,41981
4444,8-Dec-14,curd,4,41981
1818,8-Dec-14,beverages,36,41981
3745,9-Dec-14,frankfurter,3,41982
3897,9-Dec-14,bottled water,3,41982
2686,9-Dec-14,soda,7,41982
3843,9-Dec-14,misc. beverages,21,41982
1207,9-Dec-14,whole milk,3,41982
1749,9-Dec-14,ham,11,41982
1689,9-Dec-14,rolls/buns,2,41982
4007,9-Dec-14,bottled beer,31,41982
1118,9-Dec-14,berries,7.5,41982
3466,9-Dec-14,misc. beverages,21,41982
2862,9-Dec-14,bottled water,3,41982
1125,9-Dec-14,rolls/buns,2,41982
3745,9-Dec-14,pickled vegetables,15,41982
3897,9-Dec-14,yogurt,2.65,41982
2686,9-Dec-14,whole milk,3,41982
3843,9-Dec-14,citrus fruit,4,41982
1207,9-Dec-14,yogurt,2.65,41982
1749,9-Dec-14,onions,4,41982
1689,9-Dec-14,cake bar,11,41982
4007,9-Dec-14,specialty chocolate,21,41982
1118,9-Dec-14,condensed milk,2.5,41982
3466,9-Dec-14,salt,3,41982
2862,9-Dec-14,soda,7,41982
1125,9-Dec-14,margarine,6,41982
3897,9-Dec-14,seasonal products,15,41982
4412,9-Dec-14,specialty chocolate,21,41982
2434,9-Dec-14,detergent,11,41982
1899,9-Dec-14,dessert,11,41982
1207,9-Dec-14,semi-finished bread,3,41982
3843,9-Dec-14,napkins,6,41982
3745,9-Dec-14,other vegetables,6,41982
4412,9-Dec-14,shopping bags,1.8,41982
2434,9-Dec-14,pet care,21,41982
1899,9-Dec-14,chewing gum,3,41982
1749,9-Dec-14,baking powder,4,41982
4741,10-Dec-14,sausage,2.49,41983
3116,10-Dec-14,whole milk,3,41983
3120,10-Dec-14,pip fruit,4,41983
3103,10-Dec-14,whole milk,3,41983
4756,10-Dec-14,tropical fruit,5,41983
4715,10-Dec-14,soda,7,41983
3721,10-Dec-14,tropical fruit,5,41983
1019,10-Dec-14,hamburger meat,6,41983
2318,10-Dec-14,frozen fish,16,41983
1142,10-Dec-14,rolls/buns,2,41983
3749,10-Dec-14,pip fruit,4,41983
3876,10-Dec-14,domestic eggs,5,41983
3823,10-Dec-14,whole milk,3,41983
2632,10-Dec-14,other vegetables,6,41983
1361,10-Dec-14,whole milk,3,41983
1399,10-Dec-14,frozen meals,6,41983
3183,10-Dec-14,soda,7,41983
1086,10-Dec-14,ice cream,16,41983
1741,10-Dec-14,fruit/vegetable juice,11,41983
3707,10-Dec-14,pork,9,41983
1092,10-Dec-14,yogurt,2.65,41983
3208,10-Dec-14,root vegetables,8,41983
2591,10-Dec-14,root vegetables,8,41983
1053,10-Dec-14,other vegetables,6,41983
1557,10-Dec-14,domestic eggs,5,41983
4741,10-Dec-14,fruit/vegetable juice,11,41983
3116,10-Dec-14,onions,4,41983
3120,10-Dec-14,whipped/sour cream,8,41983
3103,10-Dec-14,frozen vegetables,11,41983
4756,10-Dec-14,coffee,16,41983
4715,10-Dec-14,snack products,12,41983
3721,10-Dec-14,bottled beer,31,41983
1019,10-Dec-14,red/blush wine,11,41983
2318,10-Dec-14,whipped/sour cream,8,41983
1142,10-Dec-14,soda,7,41983
3749,10-Dec-14,waffles,7,41983
3876,10-Dec-14,hard cheese,15,41983
3823,10-Dec-14,frozen vegetables,11,41983
2632,10-Dec-14,whole milk,3,41983
1361,10-Dec-14,hard cheese,15,41983
